,Department,Title,Text,Vernehmlassung Day,Vernehmlassung Month,Vernehmlassung Year,Behoerde,SR Links,SR Numbers
39,EJPD,"Genehmigung und Umsetzung des mit der Europäischen Union geschlossenen Abkommens über die Prümer Zusammenarbeit, des Eurodac-Protokolls und des mit den Vereinigten Staaten von Amerika geschlossenen Abkommens über die Zusammenarbeit zur der Prävention und Bekämpfung schwerer Straftaten","Das Projekt setzt die Verpflichtungen aus der Unterzeichnung des Prümer Abkommens, des Eurodac-Protokolls sowie des PCSC-Abkommens um. Diese Abkommen vertiefen die internationale Polizeizusammenarbeit. Das Abkommen Prüm beinhaltet den erleichterten Abgleich von DNA-Profilen, Fingerabdrücken sowie Fahrzeug- und Fahrzeughalterdaten mit den Ländern der EU. Das Abkommen PCSC beinhaltet den erleichterten Abgleich von DNA-Profilen und Fingerabdrücken mit den USA. Das Protokoll Eurodac beinhaltet den Abgleich von Fingerabdrücken der Strafverfolgungsbehörden mit den Daten in der europäischen Asyldatenbank Eurodac. Durch die Umsetzung dieser Abkommen werden auf Bundesebene insbesondere Anpassungen des DNA-Profil-Gesetzes, des Strafgesetzbuches (StGB), des Asylgesetzes (AsylG) und des Ausländer- und Integrationsgesetzes (AIG) notwendig.",31,3,2020,Bundesrat,"['/eli/cc/2007/758/de', '/eli/cc/54/757_781_799/de', '/eli/cc/1999/358/de', '/eli/cc/2004/811/de']","['142.20', '311.0', '142.31', '363']"
40,VBS,"Teilrevision SpoFöV, VSpoFöP, J+S-V-BASPO und IBSV","Punktuelle Anpassungen und Ergänzungen der Verordnungen in verschiedenen Themenbereichen: Jugend und Sport, Allgemeine Sport- und Bewegungsförderung, Bildung und Forschung, Organisation des BASPO und Datenschutz.",16,10,2019,Bundesrat,"['/eli/cc/2012/462/de', '/eli/cc/2012/463/de', '/eli/cc/2012/461/de', '/eli/cc/2016/597/de']","['415.011', '415.011.2', '415.01', '415.11']"
41,VBS,"Bericht über Vision, Strategie und Konzept zum Leitungskataster Schweiz (Bericht Leitungskataster Schweiz)","Die Arbeiten zum Leitungskataster Schweiz erfüllen den Auftrag des Bundesrats gemäss Massnahme b. «Verbesserte Erfassung bestehender Nutzungen im Untergrund» aus dem Bericht des Bundesrates «zur Nutzung des Untergrundes in Erfüllung des Postulates 11.3229 von Kathy Riklin vom 17. März 2011» vom 5. Dezember 2014. 
Die Dokumentation der Ver- und Entsorgungsinfrastrukturen wird in absehbarer Zeit schweizweit nicht ohne staatliche Vorgaben erfolgen. Daher beabsichtigt der Bund, in enger Zusammenarbeit mit den betroffenen Partnern, insbesondere den Kantonen, einen Leitungskataster Schweiz aufzubauen. Durch die Koordination und Vereinheitlichung auf nationaler Ebene kann die ober- und unterirdische Raumnutzung durch Infrastrukturen der Ver- und Entsorgung schweizweit homogen, verlässlich und zeitgemäss dokumentiert werden, um: <ul>
<li>- die Schadensrisiken an Infrastrukturen bei Interventionen und Bauarbeiten im Untergrund zu reduzieren, </li>
<li>- die Digitalisierung in Planung, Projektierung, Bau sowie weiterer raumrelevanter Prozesse und Vorhaben im Sinn der E-Government Strategie Schweiz zu unterstützen und </li>
<li>- damit einen Beitrag zur sicheren Versorgung der Gesellschaft mit Energie, Wasser und Kommunikation sowie zur Entsorgung zu leisten.</li></ul>",7,10,2019,Departement oder Bundeskanzlei,,
42,EFD,Änderung des Bundesgesetzes und der Verordnung über den internationalen automatischen Informationsaustausch in Steuersachen,Das Global Forum on Transparency and Exchange of Information for Tax Purposes (Global Forum) prüft die innerstaatliche Umsetzung des globalen Standards über den internationalen automatischen Informationsaustausch in Steuersachen (AIA) mittels Länderüberprüfungen. In diesem Rahmen hat das Global Forum Empfehlungen an die Schweiz gerichtet. Mit dieser Vorlage sollen die zur Umsetzung der Empfehlungen des Global Forum erforderlichen Massnahmen ergriffen werden.,12,6,2019,Bundesrat,"['/eli/cc/2016/259/de', '/eli/cc/2016/786/de']","['653.1', '653.11']"
43,EFD,"Änderung des Bankengesetzes (Einlegerschutz, Insolvenz)",Es soll die Sicherung der Bankeinlagen der internationalen Entwicklung angepasst werden. Nach Ausgang der parlamentarischen Beratung zu FIDLEG/FINIG kommen auch noch Insolvenzbestimmungen für Banken dazu.,14,6,2019,Bundesrat,['/eli/cc/51/117_121_129/de'],['952.0']
44,EFD,Bundesgesetz zur Anpassung des Bundesrechts an Entwicklungen der Technik verteilter elektronischer Register,"Mit dem Bundesgesetz zur Anpassung des Bundesrechts an Entwicklungen der Technik verteilter elektronischer Register werden verschiedene bestehende Bundesgesetze punktuell angepasst, um die Voraussetzungen weiter zu verbessern, damit die Schweiz sich als ein führender, innovativer und nachhaltiger Standort für Blockchain/Distributed Ledger-Technologie (DLT)-Unternehmen weiterentwickeln kann.",28,6,2019,Bundesrat,['/eli/cc/2015/853/de'],['958.1']
45,EFD,Anpassung der Verordnung über die Eigenmittel und Risikoverteilung für Banken und Effektenhändler (ERV),"Die Verordnungsanpassung sieht Vereinfachungen für kleine, besonders liquide und gut kapitalisierte Banken, eine Erhöhung der Risikogewichte für Hypotheken für Wohnrenditeliegenschaften sowie Eigenmittelanforderungen für die Parent-Banken der beiden Schweizer Grossbanken vor.",12,7,2019,Departement oder Bundeskanzlei,['/eli/cc/2012/629/de'],['952.03']
46,EFD,STAF: Verordnung über den steuerlichen Abzug auf Eigenfinanzierung juristischer Personen und Verordnungen über die Anrechnung ausländischer Quellensteuern,Mit dem Bundesgesetz über die Steuerreform und AHV-Finanzierung (STAF) hat das Parlament unter anderem einen Abzug auf Eigenfinanzierung beschlossen. Der Bundesrat hat nun die erforderlichen Ausführungsbestimmungen zu erlassen. Zudem müssen aufgrund der STAF auch die Verordnungen des Bundesrates und des EFD über die pauschale Steueranrechnung (neu: Verordnungen über die Anrechnung ausländischer Quellensteuern) angepasst werden.,17,7,2019,Bundesrat,"['/eli/cc/2020/29/de', '/eli/cc/1967/1129_1169_1163/de']","['672.201.1', '672.201']"
47,EFD,"Neue Verordnung zum Finanzmarktaufsichtsgesetz, FINMAG",Die neue Verordnung präzisiert die Rollen und Kompetenzen der Finanzmarktbehörden in der Regulierung und im internationalen Standardsetting und regelt die Zusammenarbeit von EFD und FINMA in diesen Themen. Weiter werden die Regulierungsgrundsätze und der Regulierungsprozess gemäss Art. 7 FINMAG konkretisiert.,22,8,2019,Bundesrat,,
48,EFD,Bundesgesetz über elektronische Verfahren im Steuerbereich,Auf die obligatorische Unterzeichnung der elektronisch eingereichten Steuererklärung soll sowohl auf Bundes- als auch auf Kantonsebene verzichtet werden (Umsetzung der Motion Schmid 17.3371). Zudem sollen in einzelnen Steuerbereichen die Unternehmen zur elektronischen Einreichung der Unterlagen verpflichtet werden können. Damit wird die Digitalisierung vorangetrieben.,14,10,2019,Bundesrat,"['/eli/cc/1974/11_11_11/de', '/eli/cc/1966/371_385_384/de', '/eli/cc/2009/615/de', '/eli/cc/2013/31/de', '/eli/cc/2017/645/de', '/eli/cc/1991/1256_1256_1256/de', '/eli/cc/1959/2035_2097_2125/de', '/eli/cc/2016/259/de']","['641.10', '642.21', '641.20', '651.1', '654.1', '642.14', '661', '653.1']"
49,EFD,"Änderung des Kollektivanlagengesetzes (Limited Qualified Investment Funds, L-QIF)",Im Kollektivanlagengesetz (KAG) soll ein nicht genehmigungspflichtiger Fonds für qualifizierte Anleger geschaffen werden. Dadurch sollen die Attraktivität des Fondsplatzes Schweiz verbessert und die Markteinführung innovativer Produkte erleichtert werden.,17,10,2019,Bundesrat,['/eli/cc/2006/822/de'],['951.31']
50,EFD,Änderung der Verordnung des EFD über den Abzug der Berufskosten unselbstständig Erwerbstätiger bei der direkten Bundessteuer,"Die vorgeschlagene Umsetzung der Motion 17.3631 KVF-S verringert den administrativen Aufwand für Unternehmen mit Geschäftsfahrzeugen sowie deren Inhaberinnen und Inhaber. Mit der Erhöhung der Pauschale auf 0,9 Prozent des Fahrzeugkaufpreises pro Monat werden die Nutzung des Fahrzeugs für den Arbeitsweg und weitere private Zwecke abgegolten. Ein Abzug der Arbeitswegkosten entfällt bei Anwendung der Pauschale.",22,10,2019,Departement oder Bundeskanzlei,['/eli/cc/1993/1363_1363_1363/de'],['642.118.1']
51,EFD,Bundesgesetz über administrative Erleichterungen und die Entlastung des Bundeshaushalts,"Der Bundesrat hat regelmässig die Bundesaufgaben, deren Erfüllung sowie die Organisation der Bundesverwaltung zu überprüfen (Art. 5 RVOG). Zu Beginn der Legislatur 2015-2019 initiierte der Bundesrat eine solche Überprüfung (strukturelle Reformen). Die daraus resultierenden administrativen Erleichterungen und Massnahmen zur Entlastung des Bundeshaushalts sollen dem Parlament nun in einem Mantelerlass, mit welchem 6 Bundesgesetze geändert werden, unterbreitet werden. Wichtigste Massnahme ist die Reduktion der Indexierung der Einlage in den Bahninfrastrukturfonds.",13,12,2019,Bundesrat,,
52,EFD,Änderung der Verordnung über die Verrechnungssteuer,Erbinnen und Erben sollen die Verrechnungssteuer auf Erbschaftserträgen in ihrem Wohnkanton zurückfordern. Zudem sollen Bundesbedienstete im Ausland die Verrechnungssteuer in ihrem veranlagenden Kanton zurückfordern.,23,3,2020,Bundesrat,['/eli/cc/1966/1585_1641_1624/de'],['642.211']
53,EFD,Bundesgesetz über die Durchführung von internationalen Abkommen im Steuerbereich (StADG) (ehemals: Totalrevision des Bundesgesetzes über die Durchführung von zwischenstaatlichen Abkommen des Bundes zur Vermeidung der Doppelbesteuerung (DBAG)),"Das internationale Steuerrecht hat in jüngerer Zeit wesentliche Änderungen erfahren. Die Totalrevision des DBAG verfolgt das Ziel, durch Anpassung der bereits bestehenden Artikel und durch Ergänzung des Gesetzes mit neuen Artikeln die notwendigen gesetzlichen Grundlagen für die Durchführung der Abkommen im Steuerbereich auch zukünftig sicherzustellen. Dies betrifft insbesondere die Durchführung von Verständigungsverfahren im Rahmen von Doppelbesteuerungsabkommen.",27,3,2020,Bundesrat,,
54,EFD,Übernahme und Umsetzung der Verordnung (EU) 2019/1896 des Europäischen Parlaments und des Rates über die Europäische Grenz- und Küstenwache und zur Aufhebung der Verordnungen (EU) Nr. 1052/2013 und (EU) 2016/1624 und zu einer Änderung des Asylgesetzes (Schengen-Weiterentwicklung),"Diese Verordnung hat insbesondere zum Ziel, die Europäische Grenz- und Küstenwache mit genügend Personal und Material auszustatten, damit sie ihre Aufgaben im Grenz- und Rückkehrbereich effektiver wahrnehmen kann. Damit die Ziele der Verordnung erreicht werden, sind diverse Massnahmen vorgesehen: kontinuierlicher Aufbau einer ständigen Reserve mit bis zu 10'000 Einsatzkräften bestehend aus Personal von Frontex sowie mehrheitlich aus sekundiertem Personal der Schengen-Staaten, stärkeres Mandat im Rückkehrbereich und Intensivierung der Zusammenarbeit mit Drittstaaten. Zudem wird ein neuer, mehrjähriger strategischer Politikzyklus und eine integrierte Planung im Bereich der europäischen Grenzverwaltung festgelegt. Zudem soll im Asylgesetz eine Anpassung vorgenommen werden, wonach die ausreisepflichtige Person explizit verpflichtet wird, den Schengen-Raum zu verlassen.",27,3,2020,Bundesrat,['/eli/cc/1999/358/de'],['142.31']
55,UVEK,Verordnungspaket Umwelt Frühling 2020,"Anpassung von Verordnungen des Umweltrechts, namentlich die Verordnung über die Vermeidung und die Entsorgung von Abfällen (Abfallverordnung, VVEA; SR 814.600), die Verordnung über die Sanierung von belasteten Standorten (Altlasten-Verordnung, AltlV; SR 814.680), die Verordnung zur Reduktion von Risiken beim Umgang mit bestimmten besonders gefährlichen Stoffen, Zubereitungen und Gegenständen (Chemikalien-Risikoreduktions-Verordnung, ChemRRV; SR 814.81) und die Luftreinhalte-Verordnung (LRV; SR 814.318.142.1).",21,6,2019,Departement oder Bundeskanzlei,"['/eli/cc/2005/478/de', '/eli/cc/1998/2261_2261_2261/de', '/eli/cc/1986/208_208_208/de', '/eli/cc/2015/891/de']","['814.81', '814.680', '814.318.142.1', '814.600']"
56,UVEK,Teilrevision der Verordnung über die Reduktion der CO2-Emissionen (CO2-Verordnung) aufgrund der Verknüpfung der Emissionshandelssysteme der Schweiz und der EU,"Die Teilrevision der CO2-Verordnung ist notwendig zur Umsetzung der Verpflichtungen aus dem Abkommen mit der EU zur Verknüpfung der jeweiligen Emissionshandelssysteme. Das Abkommen und die notwendigen Änderungen am CO2-Gesetz wurden am 22. März 2019 vom Parlament genehmigt. Die Schweiz und die EU streben an, das Abkommen sowie die Änderungen am CO2-Gesetz und an der CO2-Verordnung auf den 1. Januar 2020 in Kraft zu setzen.",2,7,2019,Departement oder Bundeskanzlei,['/eli/cc/2012/856/de'],['641.711']
57,UVEK,Verordnung des UVEK über das Programm Agglomerationsverkehr (PAVV),Die Verordnung des UVEK vom 20. Dezember 2017 über Fristen und Beitragsberechnung für Massnahmen im Rahmen des Programms Agglomerationsverkehr (PAvV) soll mit der Vernehmlassungsvorlage totalrevidiert und aufgehoben werden. Der vorgelegte Verordnungsentwurf übernimmt die bestehenden Bestimmungen der PAvV und enthält neu die Rechte und Pflichten der Trägerschaften bei der Erarbeitung von Agglomerationsprogrammen sowie die wichtigsten Schritte der Bundesprüfung.,9,7,2019,Departement oder Bundeskanzlei,['/eli/cc/2020/13/de'],['725.116.214']
58,UVEK,Bundesgesetz über den unterirdischen Gütertransport,Das neue Bundesgesetz über den unterirdischen Gütertransport soll die rechtlichen Rahmenbedingungen für die Errichtung und den Betrieb weitgehend unterirdischer kantonsübergreifender Gütertransportanlagen und den Betrieb von Fahrzeugen auf diesen Anlagen regeln. Hiermit soll ein neues Gütertransportsystem gemäss dem Konzept von Cargo sous terrain in rechtlicher Hinsicht unterstützt werden.,10,7,2019,Bundesrat,,
59,UVEK,Neues Bundesgesetz über die pauschale Vergütung der Mehrwertsteuer auf den Empfangsgebühren für Radio und Fernsehen,Mit dem neuen Gesetz sollen alle Haushalte eine pauschale Vergütung für die vom Bund ohne Rechtsgrund einkassierte Mehrwertsteuer auf den Radio- und Fernsehempfangsgebühren erhalten.,5,8,2019,Bundesrat,,
60,UVEK,Reform des regionalen Personenverkehrs (Änderung des Personenbeförderungsgesetzes),"Einfache Verfahren, Effizienz, Planungssicherheit und klare Zuständigkeit von Bund und Kantonen im öffentlichen Regionalverkehr",15,8,2019,Bundesrat,['/eli/cc/2009/680/de'],['745.1']
61,UVEK,"Revision der Energieeffizienzverordnung (EnEV), der Energieförderungsverordnung (EnFV) und der Energieverordnung (EnV)","- EnEV: Anpassung der Vorschriften zu den Angaben des Energieverbrauchs und weiterer Eigenschaften serienmässig hergestellter Fahrzeuge
- EnFV: Änderungen bei den Investitionsbeiträgen für Grosswasserkraftanlagen zur Stärkung der Winterproduktion, Präzisierung der Berechnung der Vergütungssätze für Wasserkraft- und Biomasseanlagen bei nachträglichen Erweiterungen oder Erneuerungen, Anpassung der Vergütungssätze bei der kostenorientierten Einspeisevergütung (KEV) und der Einmalvergütung (EIV) für Photovoltaikanlagen und Verlängerung der Fristen für Projektfortschritts- und Inbetriebnahmemeldung bei Geothermieprojekten
- EnV: Möglichkeit der Fristverlängerung beim Guichet Unique, Präzisierungen beim Zusammenschluss zum Eigenverbrauch und Anpassung der Bestimmungen zur Ermittlung der Bruttowertschöpfung bei der Rückerstattung des Netzzuschlags",19,6,2019,Departement oder Bundeskanzlei,"['/eli/cc/2017/765/de', '/eli/cc/2017/766/de', '/eli/cc/2017/763/de']","['730.02', '730.03', '730.01']"
62,UVEK,Änderung des Umweltschutzgesetzes (Massnahmen gegen invasive gebietsfremde Organismen),"Mit der Änderung des Umweltschutzgesetzes soll die Grundlage geschaffen werden für neue Vorschriften zur Verhütung, Bekämpfung und Überwachung von invasiven gebietsfremden Organismen. Namentlich sollen Massnahmen an der Landesgrenze sowie verbindliche Meldungs- und Bekämpfungspflichten möglich sein. Auch sollen Private verpflichtet werden können, gewisse Bekämpfungsmassnahmen auf ihrem Grundstück zu treffen bzw. solche Massnahmen zu dulden.",4,9,2019,Bundesrat,['/eli/cc/1984/1122_1122_1122/de'],['814.01']
63,UVEK,Verordnung über die Organisation der Bahninfrastruktur (OBI-Verordnung),Die Bundesversammlung verabschiedete am 28. September 2018 das Bundesgesetz über die Organisation der Bahninfrastruktur (OBI). Gestützt auf diese Gesetzesrevision sind Präzisierungen auf Verordnungsstufe erforderlich. Betroffen sind zehn bestehende Verordnungen. Zudem liegt ein Entwurf für eine neue Verordnung über die Trassenvergabestelle vor.,24,10,2019,Departement oder Bundeskanzlei,,
64,UVEK,Verordnungspaket Umwelt Herbst 2020,Anpassung der Verordnung zum Bundesgesetz über die Fischerei (VBGF; SR 923.01).,29,1,2020,Departement oder Bundeskanzlei,['/eli/cc/1993/3384_3384_3384/de'],['923.01']
65,UVEK,Gasversorgungsgesetz,"Aufgrund der bisherigen, nur rudimentären Regelung im Rohrleitungsgesetz, den Limiten bei der Weiterentwicklung der privatrechtlichen Netzzugangsbedingungen zwischen Industrie und Gasbranche (Verbändevereinbarung) sowie den laufenden Untersuchungen der Wettbewerbskommission herrscht Rechtsunsicherheit im Gasmarkt. Es ist deshalb eine spezialgesetzliche Regelung des Netzzugangs, das neue Gasversorgungsgesetz (GasVG), notwendig. <br/>
Der Gasmarkt soll für Kunden mit einem jährlichen Verbrauch von mehr als 100 MWh geöffnet werden - derselben Grenze, wie sie heute auch beim Strom gilt. Das natürliche Monopol der Netzbetreiber soll mittels der im Stromversorgungsrecht bewährten Netzentgeltregulierung durch die Energiekommission, der heutigen Elektrizitätskommission, beaufsichtigt werden. Der Netzzugang wird mittels eines schweizweiten Ein- und Ausspeisemodells («Entry-Exit-System») geordnet. Lieferanten müssen zur Reservation der Netzkapazität von der Landesgrenze bis zum Endverbraucher lediglich noch zwei Netznutzungsverträge abschliessen, ohne einen konkreten Transportweg bezeichnen zu müssen. Auch gibt es, als Teil des Entry-Exit-Systems, nur noch eine einzige Bilanzzone Schweiz. Ein neu zu schaffender unabhängiger Marktgebietsverantwortlicher vergibt die Transportkapazitäten und führt die Bilanzzone. Das GasVG definiert zudem die Anforderungen an eine weiterhin zuverlässige Gasversorgung und leistet damit einen Beitrag zur Versorgungssicherheit.",14,2,2020,Bundesrat,,
